,W,bol_total,W_pca_norm,diff
42,0.6155966372186041,6,0.6223544759224232,-0.006757838703819075
43,0.00862182108195863,2,0.2508886659318756,-0.24226684484991695
44,0.13475530404219638,3,0.3714658099905477,-0.2367105059483513
45,0.2754303313056211,3,0.452366743360732,-0.1769364120551109
46,0.6155966372186041,3,0.6223544759224232,-0.006757838703819075
47,0.377270303397239,5,0.5203843275077106,-0.14311402411047158
48,0.10028919306805703,2,0.35039659494601927,-0.2501074018779622
49,0.4161053585690458,2,0.5332676767309164,-0.11716231816187056
50,0.2754303313056211,1,0.452366743360732,-0.1769364120551109
51,0.00862182108195863,3,0.2508886659318756,-0.24226684484991695
52,0.045624457515834264,4,0.3457379415898476,-0.30011348407401334
53,0.04727659758977526,3,0.31890625007885415,-0.2716296524890789
54,0.6376467412122767,5,0.698596755936436,-0.060950014724159285
55,0.00862182108195863,1,0.06801758414697849,-0.05939576306501986
56,0.9999990613214808,8,0.9999998334816241,-7.721601433807734e-07
57,0.842281956193231,9,0.7794976893066204,0.06278426688661054
58,0.14604154112934306,3,0.47604946346305105,-0.330007922333708
59,0.14185287559566576,1,0.42910109436060095,-0.2872482187649352
60,0.15680540803586887,2,0.44770809000456036,-0.2909026819686915
61,0.037002636433875635,3,0.2777203574428691,-0.24071772100899347
62,0.0,4,0.18287108178489705,-0.18287108178489705
63,0.0,2,0.18287108178489705,-0.18287108178489705
64,0.12233929706172957,4,0.42663887496003194,-0.30429957789830236
65,0.08427923402365088,1,0.4137555257368261,-0.3294762917131752
66,0.16653324040659873,4,0.4982225016178729,-0.3316892612112742
67,0.12233929706172957,1,0.42663887496003194,-0.30429957789830236
68,0.0,1,0.0,0.0
69,0.10028919306805703,3,0.35039659494601927,-0.2501074018779622
70,0.15680540803586887,1,0.44770809000456036,-0.2909026819686915
71,0.045624457515834264,3,0.2437677931751349,-0.19814333565930062
72,0.25864538012748667,9,0.5157256741515388,-0.25708029402405214
73,0.5714802524339495,1,0.70682145180347,-0.1353411993695205
74,0.09708769994227136,2,0.2848412301996098,-0.18775353025733843
75,0.06222913002997836,1,0.3375132457228136,-0.27528411569283523
76,0.08427923402365088,3,0.4137555257368261,-0.3294762917131752
77,0.7981655714085764,1,0.8639646651876671,-0.06579909377909077
78,0.4726215735368576,3,0.6305791717894573,-0.15795759825259975
79,0.023574353522161744,1,0.269495661575835,-0.24592130805367324
80,0.014952532440203115,2,0.20147807742885648,-0.18652554498865337
81,0.19905413660762486,2,0.5075398083302163,-0.30848567172259145
82,0.12233929706172957,3,0.42663887496003194,-0.30429957789830236
83,0.5202291902816758,6,0.7491111675497485,-0.2288819772680727
84,0.2377089131154415,3,0.5755573924771947,-0.3378484793617532
85,0.15466336221130172,6,0.5440670476100297,-0.38940368539872794
